,mean_pers_one,mean_pers_two,consec_pers,pct_delta_pers_one,pct_delta_pers_two,true_pos,false_negatives,capture,pval
0,1,4,1,4,0,0.27848101265822783,0.29045643153526973,0.2391304347826087,0.8382814404121067
