,mean_pers_one,mean_pers_two,forward_pred,pct_delta_pers_one,pct_delta_pers_two,true_pos,false_negatives,capture,pval
0,2,5,8,5,3,0.6,0.25510204081632654,0.4186046511627907,0.00046585573364177254
